-3.46839e-14	1.66932e-12	1.66932e-12
-1.43172e-14	1.11288e-12	1.66932e-12
-1.43172e-14	1.66932e-12	1.11288e-12
1.29418e-13	1.11288e-12	1.11288e-12
-2.55071e-14	1.11288e-12	1.66932e-12
-6.3297e-14	5.56441e-13	1.66932e-12
1.4803e-15	1.11288e-12	1.11288e-12
8.70593e-14	5.56441e-13	1.11288e-12
-2.95436e-14	1.66932e-12	1.11288e-12
-1.32546e-13	1.11288e-12	1.11288e-12
1.99015e-14	1.66932e-12	5.56441e-13
4.02682e-14	1.11288e-12	5.56441e-13
1.03002e-13	1.11288e-12	1.11288e-12
-5.81567e-14	5.56441e-13	1.11288e-12
1.59068e-13	1.11288e-12	5.56441e-13
1.21278e-13	5.56441e-13	5.56441e-13
-2.55071e-14	1.66932e-12	1.11288e-12
-1.1761e-14	1.11288e-12	1.11288e-12
-1.50558e-15	1.66932e-12	5.56441e-13
1.35609e-13	1.11288e-12	5.56441e-13
-1.39699e-13	1.11288e-12	1.11288e-12
-1.8411e-13	5.56441e-13	1.11288e-12
-1.09077e-13	1.11288e-12	5.56441e-13
-3.01187e-14	5.56441e-13	5.56441e-13
8.7116e-15	1.66932e-12	5.56441e-13
-1.00911e-13	1.11288e-12	5.56441e-13
6.17915e-14	1.66932e-12	0
7.55375e-14	1.11288e-12	0
1.78884e-14	1.11288e-12	5.56441e-13
-1.49891e-13	5.56441e-13	5.56441e-13
7.7589e-14	1.11288e-12	0
3.31784e-14	5.56441e-13	0
-2.95436e-14	1.11288e-12	1.66932e-12
1.99015e-14	5.56441e-13	1.66932e-12
-1.32546e-13	1.11288e-12	1.11288e-12
4.02682e-14	5.56441e-13	1.11288e-12
-2.55071e-14	5.56441e-13	1.66932e-12
-3.42187e-14	0	1.66932e-12
-1.21889e-13	5.56441e-13	1.11288e-12
-7.2313e-15	0	1.11288e-12
9.89657e-14	1.11288e-12	1.11288e-12
2.50419e-14	5.56441e-13	1.11288e-12
2.50419e-14	1.11288e-12	5.56441e-13
7.44869e-14	5.56441e-13	5.56441e-13
2.26371e-13	5.56441e-13	1.11288e-12
9.42906e-14	0	1.11288e-12
1.59068e-13	5.56441e-13	5.56441e-13
1.50356e-13	0	5.56441e-13
-1.37461e-14	1.11288e-12	1.11288e-12
2.90783e-14	5.56441e-13	1.11288e-12
-1.13113e-13	1.11288e-12	5.56441e-13
5.30799e-14	5.56441e-13	5.56441e-13
-1.33079e-13	5.56441e-13	1.11288e-12
-1.48411e-13	0	1.11288e-12
-2.25825e-13	5.56441e-13	5.56441e-13
-1.17789e-13	0	5.56441e-13
1.43842e-13	1.11288e-12	5.56441e-13
6.3297e-14	5.56441e-13	5.56441e-13
7.35525e-14	1.11288e-12	0
1.16377e-13	5.56441e-13	0
1.47878e-13	5.56441e-13	5.56441e-13
9.17684e-15	0	5.56441e-13
8.42096e-14	5.56441e-13	0
6.88774e-14	0	0
-2.55071e-14	1.66932e-12	1.11288e-12
1.4803e-15	1.11288e-12	1.11288e-12
-6.3297e-14	1.66932e-12	5.56441e-13
8.70593e-14	1.11288e-12	5.56441e-13
-1.1761e-14	1.11288e-12	1.11288e-12
-4.29303e-14	5.56441e-13	1.11288e-12
-4.29303e-14	1.11288e-12	5.56441e-13
4.92694e-14	5.56441e-13	5.56441e-13
-2.55071e-14	1.66932e-12	5.56441e-13
-1.21889e-13	1.11288e-12	5.56441e-13
-3.42187e-14	1.66932e-12	0
-7.2313e-15	1.11288e-12	0
1.11608e-13	1.11288e-12	5.56441e-13
-4.29303e-14	5.56441e-13	5.56441e-13
1.09517e-13	1.11288e-12	0
7.83477e-14	5.56441e-13	0
-1.52899e-14	1.66932e-12	5.56441e-13
5.07681e-15	1.11288e-12	5.56441e-13
-4.94451e-14	1.66932e-12	0
9.42906e-14	1.11288e-12	0
-1.24913e-13	1.11288e-12	5.56441e-13
-1.62703e-13	5.56441e-13	5.56441e-13
-1.52447e-13	1.11288e-12	0
-6.68683e-14	5.56441e-13	0
1.37884e-14	1.66932e-12	0
-8.92138e-14	1.11288e-12	0
8.7116e-15	1.66932e-12	-5.56441e-13
2.90783e-14	1.11288e-12	-5.56441e-13
2.75345e-14	1.11288e-12	0
